"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"05/08/2015 17:00:00 - 05/08/2015 18:00:00","BZN|CH","Without Sequence","39.91","",""
"05/08/2015 18:00:00 - 05/08/2015 19:00:00","BZN|CH","Without Sequence","41.05","",""
"05/08/2015 19:00:00 - 05/08/2015 20:00:00","BZN|CH","Without Sequence","43.09","",""
"05/08/2015 20:00:00 - 05/08/2015 21:00:00","BZN|CH","Without Sequence","43.66","",""
"05/08/2015 21:00:00 - 05/08/2015 22:00:00","BZN|CH","Without Sequence","43.20","",""
"05/08/2015 22:00:00 - 05/08/2015 23:00:00","BZN|CH","Without Sequence","42.01","",""
"05/08/2015 23:00:00 - 06/08/2015 00:00:00","BZN|CH","Without Sequence","35.18","",""
"06/08/2015 00:00:00 - 06/08/2015 01:00:00","BZN|CH","Without Sequence","31.71","",""
"06/08/2015 01:00:00 - 06/08/2015 02:00:00","BZN|CH","Without Sequence","29.23","",""
"06/08/2015 02:00:00 - 06/08/2015 03:00:00","BZN|CH","Without Sequence","27.30","",""
"06/08/2015 03:00:00 - 06/08/2015 04:00:00","BZN|CH","Without Sequence","23.05","",""
"06/08/2015 04:00:00 - 06/08/2015 05:00:00","BZN|CH","Without Sequence","22.41","",""
"06/08/2015 05:00:00 - 06/08/2015 06:00:00","BZN|CH","Without Sequence","25.62","",""
"06/08/2015 06:00:00 - 06/08/2015 07:00:00","BZN|CH","Without Sequence","32.01","",""
"06/08/2015 07:00:00 - 06/08/2015 08:00:00","BZN|CH","Without Sequence","38.66","",""
"06/08/2015 08:00:00 - 06/08/2015 09:00:00","BZN|CH","Without Sequence","41.93","",""
"06/08/2015 09:00:00 - 06/08/2015 10:00:00","BZN|CH","Without Sequence","40.87","",""
"06/08/2015 10:00:00 - 06/08/2015 11:00:00","BZN|CH","Without Sequence","37.99","",""
"06/08/2015 11:00:00 - 06/08/2015 12:00:00","BZN|CH","Without Sequence","37.00","",""
"06/08/2015 12:00:00 - 06/08/2015 13:00:00","BZN|CH","Without Sequence","33.98","",""
"06/08/2015 13:00:00 - 06/08/2015 14:00:00","BZN|CH","Without Sequence","32.80","",""
"06/08/2015 14:00:00 - 06/08/2015 15:00:00","BZN|CH","Without Sequence","32.60","",""
"06/08/2015 15:00:00 - 06/08/2015 16:00:00","BZN|CH","Without Sequence","31.07","",""
"06/08/2015 16:00:00 - 06/08/2015 17:00:00","BZN|CH","Without Sequence","33.43","",""
"06/08/2015 17:00:00 - 06/08/2015 18:00:00","BZN|CH","Without Sequence","38.72","",""
"06/08/2015 18:00:00 - 06/08/2015 19:00:00","BZN|CH","Without Sequence","43.16","",""
"06/08/2015 19:00:00 - 06/08/2015 20:00:00","BZN|CH","Without Sequence","44.94","",""
"06/08/2015 20:00:00 - 06/08/2015 21:00:00","BZN|CH","Without Sequence","41.98","",""
"06/08/2015 21:00:00 - 06/08/2015 22:00:00","BZN|CH","Without Sequence","42.44","",""
"06/08/2015 22:00:00 - 06/08/2015 23:00:00","BZN|CH","Without Sequence","41.91","",""
"06/08/2015 23:00:00 - 07/08/2015 00:00:00","BZN|CH","Without Sequence","33.56","",""
"07/08/2015 00:00:00 - 07/08/2015 01:00:00","BZN|CH","Without Sequence","32.40","",""
"07/08/2015 01:00:00 - 07/08/2015 02:00:00","BZN|CH","Without Sequence","30.03","",""
"07/08/2015 02:00:00 - 07/08/2015 03:00:00","BZN|CH","Without Sequence","27.56","",""
"07/08/2015 03:00:00 - 07/08/2015 04:00:00","BZN|CH","Without Sequence","25.51","",""
"07/08/2015 04:00:00 - 07/08/2015 05:00:00","BZN|CH","Without Sequence","25.32","",""
"07/08/2015 05:00:00 - 07/08/2015 06:00:00","BZN|CH","Without Sequence","28.54","",""
"07/08/2015 06:00:00 - 07/08/2015 07:00:00","BZN|CH","Without Sequence","34.96","",""
"07/08/2015 07:00:00 - 07/08/2015 08:00:00","BZN|CH","Without Sequence","40.98","",""
"07/08/2015 08:00:00 - 07/08/2015 09:00:00","BZN|CH","Without Sequence","43.32","",""
"07/08/2015 09:00:00 - 07/08/2015 10:00:00","BZN|CH","Without Sequence","41.96","",""
"07/08/2015 10:00:00 - 07/08/2015 11:00:00","BZN|CH","Without Sequence","41.65","",""
"07/08/2015 11:00:00 - 07/08/2015 12:00:00","BZN|CH","Without Sequence","38.52","",""
"07/08/2015 12:00:00 - 07/08/2015 13:00:00","BZN|CH","Without Sequence","35.48","",""
"07/08/2015 13:00:00 - 07/08/2015 14:00:00","BZN|CH","Without Sequence","34.95","",""
"07/08/2015 14:00:00 - 07/08/2015 15:00:00","BZN|CH","Without Sequence","32.81","",""
"07/08/2015 15:00:00 - 07/08/2015 16:00:00","BZN|CH","Without Sequence","32.03","",""
"07/08/2015 16:00:00 - 07/08/2015 17:00:00","BZN|CH","Without Sequence","33.63","",""
"07/08/2015 17:00:00 - 07/08/2015 18:00:00","BZN|CH","Without Sequence","38.17","",""
"07/08/2015 18:00:00 - 07/08/2015 19:00:00","BZN|CH","Without Sequence","40.27","",""
"07/08/2015 19:00:00 - 07/08/2015 20:00:00","BZN|CH","Without Sequence","42.36","",""
"07/08/2015 20:00:00 - 07/08/2015 21:00:00","BZN|CH","Without Sequence","40.46","",""
"07/08/2015 21:00:00 - 07/08/2015 22:00:00","BZN|CH","Without Sequence","38.94","",""
"07/08/2015 22:00:00 - 07/08/2015 23:00:00","BZN|CH","Without Sequence","37.92","",""
"07/08/2015 23:00:00 - 08/08/2015 00:00:00","BZN|CH","Without Sequence","31.93","",""
"08/08/2015 00:00:00 - 08/08/2015 01:00:00","BZN|CH","Without Sequence","28.60","",""
"08/08/2015 01:00:00 - 08/08/2015 02:00:00","BZN|CH","Without Sequence","27.05","",""
"08/08/2015 02:00:00 - 08/08/2015 03:00:00","BZN|CH","Without Sequence","25.57","",""
"08/08/2015 03:00:00 - 08/08/2015 04:00:00","BZN|CH","Without Sequence","24.08","",""
"08/08/2015 04:00:00 - 08/08/2015 05:00:00","BZN|CH","Without Sequence","23.03","",""
"08/08/2015 05:00:00 - 08/08/2015 06:00:00","BZN|CH","Without Sequence","23.75","",""
"08/08/2015 06:00:00 - 08/08/2015 07:00:00","BZN|CH","Without Sequence","23.34","",""
"08/08/2015 07:00:00 - 08/08/2015 08:00:00","BZN|CH","Without Sequence","25.06","",""
"08/08/2015 08:00:00 - 08/08/2015 09:00:00","BZN|CH","Without Sequence","26.69","",""
"08/08/2015 09:00:00 - 08/08/2015 10:00:00","BZN|CH","Without Sequence","26.59","",""
"08/08/2015 10:00:00 - 08/08/2015 11:00:00","BZN|CH","Without Sequence","25.06","",""
"08/08/2015 11:00:00 - 08/08/2015 12:00:00","BZN|CH","Without Sequence","23.85","",""
"08/08/2015 12:00:00 - 08/08/2015 13:00:00","BZN|CH","Without Sequence","22.22","",""
"08/08/2015 13:00:00 - 08/08/2015 14:00:00","BZN|CH","Without Sequence","21.07","",""
"08/08/2015 14:00:00 - 08/08/2015 15:00:00","BZN|CH","Without Sequence","19.00","",""
"08/08/2015 15:00:00 - 08/08/2015 16:00:00","BZN|CH","Without Sequence","19.53","",""
"08/08/2015 16:00:00 - 08/08/2015 17:00:00","BZN|CH","Without Sequence","19.39","",""
"08/08/2015 17:00:00 - 08/08/2015 18:00:00","BZN|CH","Without Sequence","25.56","",""
"08/08/2015 18:00:00 - 08/08/2015 19:00:00","BZN|CH","Without Sequence","29.05","",""
"08/08/2015 19:00:00 - 08/08/2015 20:00:00","BZN|CH","Without Sequence","30.00","",""
"08/08/2015 20:00:00 - 08/08/2015 21:00:00","BZN|CH","Without Sequence","29.50","",""
"08/08/2015 21:00:00 - 08/08/2015 22:00:00","BZN|CH","Without Sequence","29.91","",""
"08/08/2015 22:00:00 - 08/08/2015 23:00:00","BZN|CH","Without Sequence","31.17","",""
"08/08/2015 23:00:00 - 09/08/2015 00:00:00","BZN|CH","Without Sequence","27.60","",""
"09/08/2015 00:00:00 - 09/08/2015 01:00:00","BZN|CH","Without Sequence","26.59","",""
"09/08/2015 01:00:00 - 09/08/2015 02:00:00","BZN|CH","Without Sequence","23.07","",""
"09/08/2015 02:00:00 - 09/08/2015 03:00:00","BZN|CH","Without Sequence","22.08","",""
"09/08/2015 03:00:00 - 09/08/2015 04:00:00","BZN|CH","Without Sequence","19.13","",""
"09/08/2015 04:00:00 - 09/08/2015 05:00:00","BZN|CH","Without Sequence","18.16","",""
"09/08/2015 05:00:00 - 09/08/2015 06:00:00","BZN|CH","Without Sequence","17.43","",""
"09/08/2015 06:00:00 - 09/08/2015 07:00:00","BZN|CH","Without Sequence","17.63","",""
"09/08/2015 07:00:00 - 09/08/2015 08:00:00","BZN|CH","Without Sequence","20.09","",""
"09/08/2015 08:00:00 - 09/08/2015 09:00:00","BZN|CH","Without Sequence","21.54","",""
"09/08/2015 09:00:00 - 09/08/2015 10:00:00","BZN|CH","Without Sequence","22.70","",""
"09/08/2015 10:00:00 - 09/08/2015 11:00:00","BZN|CH","Without Sequence","23.40","",""
"09/08/2015 11:00:00 - 09/08/2015 12:00:00","BZN|CH","Without Sequence","24.81","",""
"09/08/2015 12:00:00 - 09/08/2015 13:00:00","BZN|CH","Without Sequence","24.17","",""
"09/08/2015 13:00:00 - 09/08/2015 14:00:00","BZN|CH","Without Sequence","22.24","",""
"09/08/2015 14:00:00 - 09/08/2015 15:00:00","BZN|CH","Without Sequence","20.93","",""
"09/08/2015 15:00:00 - 09/08/2015 16:00:00","BZN|CH","Without Sequence","20.04","",""
"09/08/2015 16:00:00 - 09/08/2015 17:00:00","BZN|CH","Without Sequence","20.17","",""
"09/08/2015 17:00:00 - 09/08/2015 18:00:00","BZN|CH","Without Sequence","23.08","",""
"09/08/2015 18:00:00 - 09/08/2015 19:00:00","BZN|CH","Without Sequence","28.08","",""
"09/08/2015 19:00:00 - 09/08/2015 20:00:00","BZN|CH","Without Sequence","33.22","",""
"09/08/2015 20:00:00 - 09/08/2015 21:00:00","BZN|CH","Without Sequence","33.29","",""
"09/08/2015 21:00:00 - 09/08/2015 22:00:00","BZN|CH","Without Sequence","34.78","",""
"09/08/2015 22:00:00 - 09/08/2015 23:00:00","BZN|CH","Without Sequence","35.40","",""
"09/08/2015 23:00:00 - 10/08/2015 00:00:00","BZN|CH","Without Sequence","32.29","",""
"10/08/2015 00:00:00 - 10/08/2015 01:00:00","BZN|CH","Without Sequence","25.35","",""
"10/08/2015 01:00:00 - 10/08/2015 02:00:00","BZN|CH","Without Sequence","23.99","",""
"10/08/2015 02:00:00 - 10/08/2015 03:00:00","BZN|CH","Without Sequence","23.34","",""
"10/08/2015 03:00:00 - 10/08/2015 04:00:00","BZN|CH","Without Sequence","21.79","",""
"10/08/2015 04:00:00 - 10/08/2015 05:00:00","BZN|CH","Without Sequence","22.53","",""
"10/08/2015 05:00:00 - 10/08/2015 06:00:00","BZN|CH","Without Sequence","25.96","",""
"10/08/2015 06:00:00 - 10/08/2015 07:00:00","BZN|CH","Without Sequence","32.93","",""
"10/08/2015 07:00:00 - 10/08/2015 08:00:00","BZN|CH","Without Sequence","39.63","",""
"10/08/2015 08:00:00 - 10/08/2015 09:00:00","BZN|CH","Without Sequence","41.66","",""
"10/08/2015 09:00:00 - 10/08/2015 10:00:00","BZN|CH","Without Sequence","40.90","",""
"10/08/2015 10:00:00 - 10/08/2015 11:00:00","BZN|CH","Without Sequence","41.01","",""
"10/08/2015 11:00:00 - 10/08/2015 12:00:00","BZN|CH","Without Sequence","40.54","",""
"10/08/2015 12:00:00 - 10/08/2015 13:00:00","BZN|CH","Without Sequence","38.29","",""
"10/08/2015 13:00:00 - 10/08/2015 14:00:00","BZN|CH","Without Sequence","36.94","",""
"10/08/2015 14:00:00 - 10/08/2015 15:00:00","BZN|CH","Without Sequence","36.26","",""
"10/08/2015 15:00:00 - 10/08/2015 16:00:00","BZN|CH","Without Sequence","35.06","",""
"10/08/2015 16:00:00 - 10/08/2015 17:00:00","BZN|CH","Without Sequence","36.51","",""
"10/08/2015 17:00:00 - 10/08/2015 18:00:00","BZN|CH","Without Sequence","39.44","",""
"10/08/2015 18:00:00 - 10/08/2015 19:00:00","BZN|CH","Without Sequence","42.16","",""
"10/08/2015 19:00:00 - 10/08/2015 20:00:00","BZN|CH","Without Sequence","43.13","",""
"10/08/2015 20:00:00 - 10/08/2015 21:00:00","BZN|CH","Without Sequence","41.99","",""
"10/08/2015 21:00:00 - 10/08/2015 22:00:00","BZN|CH","Without Sequence","41.91","",""
"10/08/2015 22:00:00 - 10/08/2015 23:00:00","BZN|CH","Without Sequence","40.91","",""
"10/08/2015 23:00:00 - 11/08/2015 00:00:00","BZN|CH","Without Sequence","34.09","",""
"11/08/2015 00:00:00 - 11/08/2015 01:00:00","BZN|CH","Without Sequence","31.02","",""
"11/08/2015 01:00:00 - 11/08/2015 02:00:00","BZN|CH","Without Sequence","29.58","",""
"11/08/2015 02:00:00 - 11/08/2015 03:00:00","BZN|CH","Without Sequence","28.25","",""
"11/08/2015 03:00:00 - 11/08/2015 04:00:00","BZN|CH","Without Sequence","26.19","",""
"11/08/2015 04:00:00 - 11/08/2015 05:00:00","BZN|CH","Without Sequence","25.90","",""
"11/08/2015 05:00:00 - 11/08/2015 06:00:00","BZN|CH","Without Sequence","28.03","",""
"11/08/2015 06:00:00 - 11/08/2015 07:00:00","BZN|CH","Without Sequence","35.66","",""
"11/08/2015 07:00:00 - 11/08/2015 08:00:00","BZN|CH","Without Sequence","41.72","",""
"11/08/2015 08:00:00 - 11/08/2015 09:00:00","BZN|CH","Without Sequence","42.30","",""
"11/08/2015 09:00:00 - 11/08/2015 10:00:00","BZN|CH","Without Sequence","43.00","",""
"11/08/2015 10:00:00 - 11/08/2015 11:00:00","BZN|CH","Without Sequence","42.62","",""
"11/08/2015 11:00:00 - 11/08/2015 12:00:00","BZN|CH","Without Sequence","41.93","",""
"11/08/2015 12:00:00 - 11/08/2015 13:00:00","BZN|CH","Without Sequence","39.06","",""
"11/08/2015 13:00:00 - 11/08/2015 14:00:00","BZN|CH","Without Sequence","38.02","",""
"11/08/2015 14:00:00 - 11/08/2015 15:00:00","BZN|CH","Without Sequence","37.06","",""
"11/08/2015 15:00:00 - 11/08/2015 16:00:00","BZN|CH","Without Sequence","35.37","",""
"11/08/2015 16:00:00 - 11/08/2015 17:00:00","BZN|CH","Without Sequence","36.46","",""
"11/08/2015 17:00:00 - 11/08/2015 18:00:00","BZN|CH","Without Sequence","40.79","",""
"11/08/2015 18:00:00 - 11/08/2015 19:00:00","BZN|CH","Without Sequence","42.40","",""
"11/08/2015 19:00:00 - 11/08/2015 20:00:00","BZN|CH","Without Sequence","42.31","",""
"11/08/2015 20:00:00 - 11/08/2015 21:00:00","BZN|CH","Without Sequence","40.05","",""
"11/08/2015 21:00:00 - 11/08/2015 22:00:00","BZN|CH","Without Sequence","39.54","",""
"11/08/2015 22:00:00 - 11/08/2015 23:00:00","BZN|CH","Without Sequence","38.28","",""
"11/08/2015 23:00:00 - 12/08/2015 00:00:00","BZN|CH","Without Sequence","33.08","",""
"12/08/2015 00:00:00 - 12/08/2015 01:00:00","BZN|CH","Without Sequence","31.25","",""
"12/08/2015 01:00:00 - 12/08/2015 02:00:00","BZN|CH","Without Sequence","30.67","",""
"12/08/2015 02:00:00 - 12/08/2015 03:00:00","BZN|CH","Without Sequence","28.96","",""
"12/08/2015 03:00:00 - 12/08/2015 04:00:00","BZN|CH","Without Sequence","27.45","",""
"12/08/2015 04:00:00 - 12/08/2015 05:00:00","BZN|CH","Without Sequence","27.91","",""
"12/08/2015 05:00:00 - 12/08/2015 06:00:00","BZN|CH","Without Sequence","30.35","",""
"12/08/2015 06:00:00 - 12/08/2015 07:00:00","BZN|CH","Without Sequence","37.41","",""
"12/08/2015 07:00:00 - 12/08/2015 08:00:00","BZN|CH","Without Sequence","42.92","",""
"12/08/2015 08:00:00 - 12/08/2015 09:00:00","BZN|CH","Without Sequence","43.30","",""
"12/08/2015 09:00:00 - 12/08/2015 10:00:00","BZN|CH","Without Sequence","42.93","",""
"12/08/2015 10:00:00 - 12/08/2015 11:00:00","BZN|CH","Without Sequence","42.81","",""
"12/08/2015 11:00:00 - 12/08/2015 12:00:00","BZN|CH","Without Sequence","44.42","",""
"12/08/2015 12:00:00 - 12/08/2015 13:00:00","BZN|CH","Without Sequence","42.90","",""
"12/08/2015 13:00:00 - 12/08/2015 14:00:00","BZN|CH","Without Sequence","41.41","",""
"12/08/2015 14:00:00 - 12/08/2015 15:00:00","BZN|CH","Without Sequence","40.21","",""
"12/08/2015 15:00:00 - 12/08/2015 16:00:00","BZN|CH","Without Sequence","39.89","",""
"12/08/2015 16:00:00 - 12/08/2015 17:00:00","BZN|CH","Without Sequence","40.08","",""
"12/08/2015 17:00:00 - 12/08/2015 18:00:00","BZN|CH","Without Sequence","43.52","",""
"12/08/2015 18:00:00 - 12/08/2015 19:00:00","BZN|CH","Without Sequence","45.02","",""
"12/08/2015 19:00:00 - 12/08/2015 20:00:00","BZN|CH","Without Sequence","46.02","",""
"12/08/2015 20:00:00 - 12/08/2015 21:00:00","BZN|CH","Without Sequence","43.94","",""
"12/08/2015 21:00:00 - 12/08/2015 22:00:00","BZN|CH","Without Sequence","43.08","",""
"12/08/2015 22:00:00 - 12/08/2015 23:00:00","BZN|CH","Without Sequence","41.47","",""
"12/08/2015 23:00:00 - 13/08/2015 00:00:00","BZN|CH","Without Sequence","34.78","",""
"13/08/2015 00:00:00 - 13/08/2015 01:00:00","BZN|CH","Without Sequence","29.76","",""
"13/08/2015 01:00:00 - 13/08/2015 02:00:00","BZN|CH","Without Sequence","27.83","",""
"13/08/2015 02:00:00 - 13/08/2015 03:00:00","BZN|CH","Without Sequence","26.79","",""
"13/08/2015 03:00:00 - 13/08/2015 04:00:00","BZN|CH","Without Sequence","25.68","",""
"13/08/2015 04:00:00 - 13/08/2015 05:00:00","BZN|CH","Without Sequence","24.92","",""
"13/08/2015 05:00:00 - 13/08/2015 06:00:00","BZN|CH","Without Sequence","26.79","",""
"13/08/2015 06:00:00 - 13/08/2015 07:00:00","BZN|CH","Without Sequence","33.63","",""
"13/08/2015 07:00:00 - 13/08/2015 08:00:00","BZN|CH","Without Sequence","39.73","",""
"13/08/2015 08:00:00 - 13/08/2015 09:00:00","BZN|CH","Without Sequence","38.38","",""
"13/08/2015 09:00:00 - 13/08/2015 10:00:00","BZN|CH","Without Sequence","36.23","",""
"13/08/2015 10:00:00 - 13/08/2015 11:00:00","BZN|CH","Without Sequence","36.02","",""
"13/08/2015 11:00:00 - 13/08/2015 12:00:00","BZN|CH","Without Sequence","35.54","",""
"13/08/2015 12:00:00 - 13/08/2015 13:00:00","BZN|CH","Without Sequence","33.03","",""
"13/08/2015 13:00:00 - 13/08/2015 14:00:00","BZN|CH","Without Sequence","32.59","",""
"13/08/2015 14:00:00 - 13/08/2015 15:00:00","BZN|CH","Without Sequence","32.03","",""
"13/08/2015 15:00:00 - 13/08/2015 16:00:00","BZN|CH","Without Sequence","32.51","",""
"13/08/2015 16:00:00 - 13/08/2015 17:00:00","BZN|CH","Without Sequence","32.88","",""
"13/08/2015 17:00:00 - 13/08/2015 18:00:00","BZN|CH","Without Sequence","37.45","",""
"13/08/2015 18:00:00 - 13/08/2015 19:00:00","BZN|CH","Without Sequence","39.10","",""
"13/08/2015 19:00:00 - 13/08/2015 20:00:00","BZN|CH","Without Sequence","40.04","",""
"13/08/2015 20:00:00 - 13/08/2015 21:00:00","BZN|CH","Without Sequence","38.40","",""
"13/08/2015 21:00:00 - 13/08/2015 22:00:00","BZN|CH","Without Sequence","37.53","",""
"13/08/2015 22:00:00 - 13/08/2015 23:00:00","BZN|CH","Without Sequence","33.76","",""
"13/08/2015 23:00:00 - 14/08/2015 00:00:00","BZN|CH","Without Sequence","26.70","",""
"14/08/2015 00:00:00 - 14/08/2015 01:00:00","BZN|CH","Without Sequence","25.92","",""
"14/08/2015 01:00:00 - 14/08/2015 02:00:00","BZN|CH","Without Sequence","23.28","",""
"14/08/2015 02:00:00 - 14/08/2015 03:00:00","BZN|CH","Without Sequence","20.59","",""
"14/08/2015 03:00:00 - 14/08/2015 04:00:00","BZN|CH","Without Sequence","19.04","",""
"14/08/2015 04:00:00 - 14/08/2015 05:00:00","BZN|CH","Without Sequence","19.05","",""
"14/08/2015 05:00:00 - 14/08/2015 06:00:00","BZN|CH","Without Sequence","23.33","",""
"14/08/2015 06:00:00 - 14/08/2015 07:00:00","BZN|CH","Without Sequence","29.04","",""
"14/08/2015 07:00:00 - 14/08/2015 08:00:00","BZN|CH","Without Sequence","36.36","",""
"14/08/2015 08:00:00 - 14/08/2015 09:00:00","BZN|CH","Without Sequence","36.92","",""
"14/08/2015 09:00:00 - 14/08/2015 10:00:00","BZN|CH","Without Sequence","36.00","",""
"14/08/2015 10:00:00 - 14/08/2015 11:00:00","BZN|CH","Without Sequence","35.09","",""
"14/08/2015 11:00:00 - 14/08/2015 12:00:00","BZN|CH","Without Sequence","34.07","",""
"14/08/2015 12:00:00 - 14/08/2015 13:00:00","BZN|CH","Without Sequence","32.22","",""
"14/08/2015 13:00:00 - 14/08/2015 14:00:00","BZN|CH","Without Sequence","30.03","",""
"14/08/2015 14:00:00 - 14/08/2015 15:00:00","BZN|CH","Without Sequence","29.00","",""
"14/08/2015 15:00:00 - 14/08/2015 16:00:00","BZN|CH","Without Sequence","27.69","",""
"14/08/2015 16:00:00 - 14/08/2015 17:00:00","BZN|CH","Without Sequence","31.02","",""
"14/08/2015 17:00:00 - 14/08/2015 18:00:00","BZN|CH","Without Sequence","38.91","",""
"14/08/2015 18:00:00 - 14/08/2015 19:00:00","BZN|CH","Without Sequence","39.15","",""
"14/08/2015 19:00:00 - 14/08/2015 20:00:00","BZN|CH","Without Sequence","39.56","",""
"14/08/2015 20:00:00 - 14/08/2015 21:00:00","BZN|CH","Without Sequence","39.94","",""
"14/08/2015 21:00:00 - 14/08/2015 22:00:00","BZN|CH","Without Sequence","38.41","",""
"14/08/2015 22:00:00 - 14/08/2015 23:00:00","BZN|CH","Without Sequence","36.37","",""
"14/08/2015 23:00:00 - 15/08/2015 00:00:00","BZN|CH","Without Sequence","30.29","",""
"15/08/2015 00:00:00 - 15/08/2015 01:00:00","BZN|CH","Without Sequence","31.02","",""
"15/08/2015 01:00:00 - 15/08/2015 02:00:00","BZN|CH","Without Sequence","28.36","",""
"15/08/2015 02:00:00 - 15/08/2015 03:00:00","BZN|CH","Without Sequence","26.39","",""
"15/08/2015 03:00:00 - 15/08/2015 04:00:00","BZN|CH","Without Sequence","25.93","",""
"15/08/2015 04:00:00 - 15/08/2015 05:00:00","BZN|CH","Without Sequence","25.52","",""
"15/08/2015 05:00:00 - 15/08/2015 06:00:00","BZN|CH","Without Sequence","25.08","",""
"15/08/2015 06:00:00 - 15/08/2015 07:00:00","BZN|CH","Without Sequence","25.57","",""
"15/08/2015 07:00:00 - 15/08/2015 08:00:00","BZN|CH","Without Sequence","26.07","",""
"15/08/2015 08:00:00 - 15/08/2015 09:00:00","BZN|CH","Without Sequence","29.92","",""
"15/08/2015 09:00:00 - 15/08/2015 10:00:00","BZN|CH","Without Sequence","29.83","",""
"15/08/2015 10:00:00 - 15/08/2015 11:00:00","BZN|CH","Without Sequence","30.53","",""
"15/08/2015 11:00:00 - 15/08/2015 12:00:00","BZN|CH","Without Sequence","30.59","",""
"15/08/2015 12:00:00 - 15/08/2015 13:00:00","BZN|CH","Without Sequence","30.36","",""
"15/08/2015 13:00:00 - 15/08/2015 14:00:00","BZN|CH","Without Sequence","28.99","",""
"15/08/2015 14:00:00 - 15/08/2015 15:00:00","BZN|CH","Without Sequence","27.74","",""
"15/08/2015 15:00:00 - 15/08/2015 16:00:00","BZN|CH","Without Sequence","27.73","",""
"15/08/2015 16:00:00 - 15/08/2015 17:00:00","BZN|CH","Without Sequence","28.91","",""
"15/08/2015 17:00:00 - 15/08/2015 18:00:00","BZN|CH","Without Sequence","31.12","",""
"15/08/2015 18:00:00 - 15/08/2015 19:00:00","BZN|CH","Without Sequence","32.69","",""
"15/08/2015 19:00:00 - 15/08/2015 20:00:00","BZN|CH","Without Sequence","33.45","",""
"15/08/2015 20:00:00 - 15/08/2015 21:00:00","BZN|CH","Without Sequence","33.78","",""
"15/08/2015 21:00:00 - 15/08/2015 22:00:00","BZN|CH","Without Sequence","33.05","",""
"15/08/2015 22:00:00 - 15/08/2015 23:00:00","BZN|CH","Without Sequence","31.79","",""
